week_start,week_end,capture_date,stage,stage_label,asset_id,content_id,variant_id,tracking_link_id,tracking_url,source_surface,source_metric,target_template,target_live_file,aggregate_count,quality_score,evidence_ref,reviewer,pii_checked,notes
2026-06-29,2026-07-05,,line_add,LINE 進線 / 加好友,challenger-week0-cta-text-v1,2026-06-29-challenger,challenger-week0-cta-text-v1,track-challenger-week0-cta-text-v1,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1&content_id=2026-06-29-challenger,LINE OA 管理後台 / inbound customer-service aggregate,line_add aggregate count by tracking context,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記新增數或進線數；不要貼 LINE user id、暱稱、聊天內容。
2026-06-29,2026-07-05,,lead_submit,留資,challenger-week0-cta-text-v1,2026-06-29-challenger,challenger-week0-cta-text-v1,track-challenger-week0-cta-text-v1,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1&content_id=2026-06-29-challenger,LINE 客服手動分桶 / lead qualification aggregate,lead_submit aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記合格留資數；不要貼姓名、電話、email、公司私密資料。
2026-06-29,2026-07-05,,deal,成交,challenger-week0-cta-text-v1,2026-06-29-challenger,challenger-week0-cta-text-v1,track-challenger-week0-cta-text-v1,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1&content_id=2026-06-29-challenger,owner-confirmed aggregate deal log,deal aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記成交筆數與金額桶；不要貼付款資訊、ECPay 訂單或退款資料。
2026-06-29,2026-07-05,,quality_flag,品質 / 垃圾訊號,challenger-week0-cta-text-v1,2026-06-29-challenger,challenger-week0-cta-text-v1,track-challenger-week0-cta-text-v1,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1&content_id=2026-06-29-challenger,LINE 客服手動分桶 / quality aggregate,quality_flag count and optional aggregate quality_score,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記品質旗標數；不要貼對話原文或客戶資料。
2026-06-29,2026-07-05,,link_click,連結點擊,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,社群平台連結點擊報表 / remote D1 link_click,link clicks by content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate count 與報表截圖/匯出檔路徑；不要貼使用者名單。
2026-06-29,2026-07-05,,page_view,落地頁瀏覽,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,candidate Worker D1 / landing page analytics,page_view count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate page views；不要存 IP、User-Agent、個人識別。
2026-06-29,2026-07-05,,cta_click,CTA 點擊,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,candidate Worker D1 / landing page analytics,cta_click count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate CTA clicks；不要存個別 session 明細。
2026-06-29,2026-07-05,,line_add,LINE 進線 / 加好友,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,LINE OA 管理後台 / inbound customer-service aggregate,line_add aggregate count by tracking context,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記新增數或進線數；不要貼 LINE user id、暱稱、聊天內容。
2026-06-29,2026-07-05,,lead_submit,留資,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,LINE 客服手動分桶 / lead qualification aggregate,lead_submit aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記合格留資數；不要貼姓名、電話、email、公司私密資料。
2026-06-29,2026-07-05,,deal,成交,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,owner-confirmed aggregate deal log,deal aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記成交筆數與金額桶；不要貼付款資訊、ECPay 訂單或退款資料。
2026-06-29,2026-07-05,,quality_flag,品質 / 垃圾訊號,challenger-week0-cta-text-v1,2026-06-29-line-cta,challenger-week0-cta-text-v1-line,track-challenger-week0-cta-text-v1-line,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=line&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=challenger-week0-cta-text-v1-line&content_id=2026-06-29-line-cta,LINE 客服手動分桶 / quality aggregate,quality_flag count and optional aggregate quality_score,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記品質旗標數；不要貼對話原文或客戶資料。
2026-06-29,2026-07-05,,link_click,連結點擊,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,社群平台連結點擊報表 / remote D1 link_click,link clicks by content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate count 與報表截圖/匯出檔路徑；不要貼使用者名單。
2026-06-29,2026-07-05,,page_view,落地頁瀏覽,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,candidate Worker D1 / landing page analytics,page_view count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate page views；不要存 IP、User-Agent、個人識別。
2026-06-29,2026-07-05,,cta_click,CTA 點擊,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,candidate Worker D1 / landing page analytics,cta_click count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate CTA clicks；不要存個別 session 明細。
2026-06-29,2026-07-05,,line_add,LINE 進線 / 加好友,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,LINE OA 管理後台 / inbound customer-service aggregate,line_add aggregate count by tracking context,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記新增數或進線數；不要貼 LINE user id、暱稱、聊天內容。
2026-06-29,2026-07-05,,lead_submit,留資,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,LINE 客服手動分桶 / lead qualification aggregate,lead_submit aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記合格留資數；不要貼姓名、電話、email、公司私密資料。
2026-06-29,2026-07-05,,deal,成交,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,owner-confirmed aggregate deal log,deal aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記成交筆數與金額桶；不要貼付款資訊、ECPay 訂單或退款資料。
2026-06-29,2026-07-05,,quality_flag,品質 / 垃圾訊號,challenger-week0-cta-text-v1,week0-post-001,cta-v1-diagnostic,post-week0-post-001-cta-v1-diagnostic,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v1-diagnostic&content_id=week0-post-001,LINE 客服手動分桶 / quality aggregate,quality_flag count and optional aggregate quality_score,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記品質旗標數；不要貼對話原文或客戶資料。
2026-06-29,2026-07-05,,link_click,連結點擊,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,社群平台連結點擊報表 / remote D1 link_click,link clicks by content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate count 與報表截圖/匯出檔路徑；不要貼使用者名單。
2026-06-29,2026-07-05,,page_view,落地頁瀏覽,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,candidate Worker D1 / landing page analytics,page_view count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate page views；不要存 IP、User-Agent、個人識別。
2026-06-29,2026-07-05,,cta_click,CTA 點擊,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,candidate Worker D1 / landing page analytics,cta_click count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate CTA clicks；不要存個別 session 明細。
2026-06-29,2026-07-05,,line_add,LINE 進線 / 加好友,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,LINE OA 管理後台 / inbound customer-service aggregate,line_add aggregate count by tracking context,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記新增數或進線數；不要貼 LINE user id、暱稱、聊天內容。
2026-06-29,2026-07-05,,lead_submit,留資,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,LINE 客服手動分桶 / lead qualification aggregate,lead_submit aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記合格留資數；不要貼姓名、電話、email、公司私密資料。
2026-06-29,2026-07-05,,deal,成交,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,owner-confirmed aggregate deal log,deal aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記成交筆數與金額桶；不要貼付款資訊、ECPay 訂單或退款資料。
2026-06-29,2026-07-05,,quality_flag,品質 / 垃圾訊號,challenger-week0-cta-text-v1,week0-post-002,cta-v2-audit,post-week0-post-002-cta-v2-audit,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v2-audit&content_id=week0-post-002,LINE 客服手動分桶 / quality aggregate,quality_flag count and optional aggregate quality_score,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記品質旗標數；不要貼對話原文或客戶資料。
2026-06-29,2026-07-05,,link_click,連結點擊,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,社群平台連結點擊報表 / remote D1 link_click,link clicks by content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate count 與報表截圖/匯出檔路徑；不要貼使用者名單。
2026-06-29,2026-07-05,,page_view,落地頁瀏覽,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,candidate Worker D1 / landing page analytics,page_view count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate page views；不要存 IP、User-Agent、個人識別。
2026-06-29,2026-07-05,,cta_click,CTA 點擊,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,candidate Worker D1 / landing page analytics,cta_click count by asset_id / content_id / variant_id,data/real_data_input_pack/funnel_aggregates.fill-template.csv,data/funnel_aggregates.csv,,,,,,只記 aggregate CTA clicks；不要存個別 session 明細。
2026-06-29,2026-07-05,,line_add,LINE 進線 / 加好友,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,LINE OA 管理後台 / inbound customer-service aggregate,line_add aggregate count by tracking context,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記新增數或進線數；不要貼 LINE user id、暱稱、聊天內容。
2026-06-29,2026-07-05,,lead_submit,留資,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,LINE 客服手動分桶 / lead qualification aggregate,lead_submit aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記合格留資數；不要貼姓名、電話、email、公司私密資料。
2026-06-29,2026-07-05,,deal,成交,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,owner-confirmed aggregate deal log,deal aggregate count,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記成交筆數與金額桶；不要貼付款資訊、ECPay 訂單或退款資料。
2026-06-29,2026-07-05,,quality_flag,品質 / 垃圾訊號,challenger-week0-cta-text-v1,week0-post-003,cta-v3-sample,post-week0-post-003-cta-v3-sample,http://127.0.0.1:8787/r/challenger-week0-cta-text-v1?to=challenger&utm_source=manual_review&utm_medium=growth_loop&utm_campaign=week0-cta-text&variant_id=cta-v3-sample&content_id=week0-post-003,LINE 客服手動分桶 / quality aggregate,quality_flag count and optional aggregate quality_score,data/real_data_input_pack/manual_conversions.fill-template.csv,data/manual_conversions.csv,,,,,,只記品質旗標數；不要貼對話原文或客戶資料。
